"NPDES DMR Parameter to Pollutant Category Crosswalk"

POLLUTANT_CODE,POLLUTANT_DESC,PARAMETER_CODE,PARAMETER_DESC,COUNT_PERMITS_WITH_LIMITS,CHEMICAL_ABSTRACT_SERVICE_NMBR,SRS_ID,TOXIC_WEIGHTING_FACTOR,QNCR_POLL_CODE,NITROGEN,PHOSPHORUS,ORGANIC_ENRICHMENT,SOLIDS,PATHOGEN_INDICATORS,METALS,CWA_PRIORITY_POLLUTANTS,CERCLA_HAZ_SUBST,TRI_CHEMICALS,TEMPERATURE,GEN_RADIOACTIVITY,RADIONUCLIDES,COLOR,WHOLE_EFFLUENT_TOXICITY,PFAS
"10382","2,4-Dimethylphenol","34606","2,4-Dimethylphenol",1727,"105679","22970",.00940863959390863,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10383","o-Chlorophenol","34586","2-Chlorophenol",1637,"95578","16238",.05,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10384","4,6-Dinitro-o-cresol","03615","2-Methyl-4,6-dinitrophenol",893,"534521","51102",.1,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10384","4,6-Dinitro-o-cresol","34657","4,6-Dinitro-o-cresol",877,"534521","51102",.1,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10385","o-Nitrophenol","34591","2-Nitrophenol",1165,"88755","12005",.00162271805273834,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10386","m-Cresol","77151","3-Methylphenol",6,"108394","25064",.00304778320746335,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10387","4,4'-Isopropylidenediphenol","81651","Bisphenol-A",8,"80057","8110",.00235407407407407,"Group 2","","","","","","","","Y","Y","","","","","",""
"10387","4,4'-Isopropylidenediphenol","77763","Bisphenol-A (.alpha.)",1,"80057","8110",.00235407407407407,"Group 2","","","","","","","","Y","Y","","","","","",""
"10388","p-Cresol","79146","4-Methylphenol",2,"106445","23606",.00710698832684825,"Group 2","","","","","","","","Y","Y","","","","","",""
"10388","p-Cresol","78396","4-Methylphenol",29,"106445","23606",.00710698832684825,"Group 2","","","","","","","","Y","Y","","","","","",""
"10388","p-Cresol","77146","p-Cresol",454,"106445","23606",.00710698832684825,"Group 2","","","","","","","","Y","Y","","","","","",""
"10389","p-Nitrophenol","34646","4-Nitrophenol",1527,"100027","19117",.00488694230769231,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10389","p-Nitrophenol","34649","4-Nitrophenol, dry weight",0,"100027","19117",.00488694230769231,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"10390","Chlorinated phenols","74015","Phenols, chlorinated",101,"1336352","650291",,"Group 2","","","","","","","","Y","","","","","","",""
"10390","Chlorinated phenols","34034","Chlorinated phenols",9,"1336352","650291",,"Group 2","","","","","","","","Y","","","","","","",""
"10394","Cresol","45058","Methyl phenol",3,"1319773","83550",.004893,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10394","Cresol","79778","Cresol",26,"1319773","83550",.004893,"Group 2","","","","","","","","Y","Y","","","","","",""
"10395","Nonylphenol","51568","Nonylphenol",97,"","",,"Group 2","","","","","","","","","","","","","","",""
"10395","Nonylphenol","77745","Nonylphenol",3,"","",,"Group 2","","","","","","","","","","","","","","",""
"10396","Pentachlorophenol","39032","Pentachlorophenol",1803,"87865","11437",.55,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10396","Pentachlorophenol","52130","Pentachlorophenol, removal efficiency",0,"87865","11437",.55,"Group 1","","","","","","","Y","Y","Y","","","","","",""
"10396","Pentachlorophenol","51432","Pentachlorophenol, Dry Weight",0,"87865","11437",.55,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"10397","Total phenols","32731","Phenolics in bottom deposits (dry wgt)",0,"","",,"Group 2","","","","","","","","","","","","","","",""
"10397","Total phenols","61565","Phenolic compounds, sludge total, dry weight",0,"","",,"Group 2","","","","","","","","","","","","","","",""
"10397","Total phenols","04165","Phenolic, total scan sludge",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10397","Total phenols","04164","Phenolic, total scan effluent",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10397","Total phenols","03604","Total phenols",611,"","",,"Group 2","","","","","","","","","","","","","","",""
"10397","Total phenols","51493","Phenolic Compounds,Total",1,"","749630",,"Group 2","","","","","","","","","","","","","","",""
"10397","Total phenols","78218","Phenolic compounds, unchlorinated",103,"","",,"Group 2","","","","","","","","","","","","","","",""
"10397","Total phenols","32730","Phenolics, total recoverable",1010,"","",,"Group 2","","","","","","","","","","","","","","",""
"10397","Total phenols","46000","Phenols",798,"","",,"Group 2","","","","","","","Y","","","","","","","",""
"10397","Total phenols","70029","Phenolic compounds, total",163,"","",,"Group 2","","","","","","","","","","","","","","",""
"10397","Total phenols","34043","Phenolics, total",147,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10398","O-Ethyl S-[2-diisopropylaminoethyl] methylphosphonothioate","51610","VX Agent",0,"50782699","289512",,"Group 2","","","","","","","","","","","","","","",""
"10399","Acephate","61579","Orthene",1,"30560191","256677",.05,"Group 2","","","","","","","","Y","Y","","","","","",""
"10399","Acephate","81815","Orthene",0,"30560191","256677",.05,"Group 2","","","","","","","","Y","Y","","","","","",""
"10405","Disulfoton","81888","Disulfoton",7,"298044","41210",128.1,"Pollutant Not Used for QNCR","","","","","","","","Y","","","","","","",""
"10405","Disulfoton","39010","Disulfoton",4,"298044","41210",128.1,"Group 2","","","","","","","","Y","","","","","","",""
"10406","Azinphos-methyl","82616","Azinphos-methyl",13,"86500","10777",56.07,"Pollutant Not Used for QNCR","","","","","","","","Y","","","","","","",""
"10406","Azinphos-methyl","39580","Guthion",109,"86500","10777",56.07,"Group 2","","","","","","","","Y","","","","","","",""
"10407","Parathion","46315","Ethyl parathion",8,"56382","2147",430.86,"Group 2","","","","","","","","Y","Y","","","","","",""
"10407","Parathion","39540","Parathion",118,"56382","2147",430.86,"Group 2","","","","","","","","Y","Y","","","","","",""
"10408","Diazinon","39570","Diazinon",201,"333415","42705",622.27,"Group 2","","","","","","","","Y","Y","","","","","",""
"10409","Methyl parathion","39600","Methyl parathion",7,"298000","41194",.41,"Group 2","","","","","","","","Y","Y","","","","","",""
"10410","Polyethylene glycol","51179","Polyethylene glycol",3,"25322683","231977",.000056,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10416","1,2-Dibromo-3-chloropropane","49146","1,2-Dibromo-3-chloropropane",196,"96128","16618",2.15,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10416","1,2-Dibromo-3-chloropropane","82625","Dibromochloropropane",10,"96128","16618",2.15,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10417","1,2-Dichloropropane","34541","1,2-Dichloropropane",1673,"78875","7393",.03,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10417","1,2-Dichloropropane","34544","1,2-Dichloropropane, dry weight",0,"78875","7393",.03,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10418","Methyl tert-butyl ether","78032","Propane, 2-methoxy-2-methyl",1,"1634044","89870",.0000844594594594595,"Group 2","","","","","","","","Y","Y","","","","","",""
"10418","Methyl tert-butyl ether","22417","Methyl tert-butyl ether",3031,"1634044","89870",.0000844594594594595,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10418","Methyl tert-butyl ether","22422","Ethyl-Tert Butyl Ether",3,"1634044","89870",.0000844594594594595,"Group 2","","","","","","","","Y","Y","","","","","",""
"10420","Propionic acid","77031","Propionic acid, total",1,"79094","7609",.00112,"Pollutant Not Used for QNCR","","","","","","","","Y","","","","","","",""
"10421","Dichlorprop","30190","Dichloroprop",12,"120365","31146",.09,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10425","2-Methylpyridine","77088","2-Methylpyridine",2,"109068","25601",.000096723491718051,"Group 2","","","","","","","","Y","Y","","","","","",""
"10427","Nicotine sulfate","00178","Nicotine sulfate",0,"65305","3962",.00459016393442623,"Group 2","","","","","","","","Y","Y","","","","","",""
"10430","Radium-226","09501","Radium 226, total",420,"13982633","192856",4135600,"Pollutant Not Used for QNCR","","","","","","Y","","","","","","","","",""
"10430","Radium-226","09503","Radium 226, dissolved",30,"13982633","192856",4135600,"Group 2","","","","","","Y","","","","","","","","",""
"10430","Radium-226","04244","Produced water, Radium 226, total",17,"13982633","192856",4135600,"Pollutant Not Used for QNCR","","","","","","Y","","","","","","","","",""
"10431","Radium-228","11501","Radium 228, total",55,"15262201","199026",942368000,"Group 2","","","","","","Y","","","","","","Y","","",""
"10431","Radium-228","04245","Produced water, Radium 228, total",17,"15262201","199026",942368000,"Pollutant Not Used for QNCR","","","","","","Y","","","","","","","","",""
"10447","Sodium chloride","32017","Sodium chloride (salt)",7,"7647145","152256",,"Group 1","","","","","","","","","","","","","","",""
"10447","Sodium chloride","46223","Salts, Water Soluble in Soil",1,"7647145","152256",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10454","Solids, total","00500","Solids, total",530,"","",,"Group 1","","","","Y","","","","","","","","","","",""
"10464","Aluminum sulfate","82392","Aluminum sulfate",0,"10043013","167106",,"Group 1","","","","","","","","Y","","","","","","",""
"10466","Calcium sulfate","51650","Calcium sulfate",1,"7778189","153858",,"Group 1","","","","","","","","","","","","","","",""
"10468","Ferrous sulfate","82064","Ferrous sulfate",1,"7720787","152926",.0056,"Group 1","","","","","","","","Y","","","","","","",""
"10475","Foaming agents","38260","Surfactants (MBAS)",809,"","",,"Group 1","","","","","","","","","","","","","","",""
"10475","Foaming agents","47021","Methylene blue active substances",73,"","",,"Group 1","","","","","","","","","","","","","","",""
"10475","Foaming agents","01288","Foaming agents",74,"","",,"Group 2","","","","","","","","","","","","","","",""
"10481","Sulfolane","51570","Sulfolane",1,"126330","33845",,"Group 2","","","","","","","","","","","","","","",""
"10481","Sulfolane","51571","Sulfolane",0,"126330","33845",,"Group 2","","","","","","","","","","","","","","",""
"10485","Total petroleum hydrocarbon - gasoline","52300","Total petroleum hydrocarbon - gasoline",274,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10486","Solids, total suspended","70297","Solids, total susp. per 1000 gallons",3,"","",,"Group 1","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","0530D","Solids, total suspended [per discharge]",0,"","1642818",,"Group 1","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","0530S","Solids, total suspended [per season]",0,"","1642818",,"Group 1","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","00150","Solids, total susp. per cfs of streamflw",1,"","",,"Group 1","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","00141","Solids, total susp per production",28,"","",,"Group 1","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","03603","Total suspendable solids",4,"","",,"Pollutant Not Used for QNCR","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","51404","Solids, total suspd. non-volatile",1,"","",,"Group 1","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","51545","Total Suspended Solids",3,"","",,"Group 1","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","51530","Suspended Solids, Total",89,"","",,"Pollutant Not Used for QNCR","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","70031","Solids, total suspended",3,"","",,"Pollutant Not Used for QNCR","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","85001","Suspended solids",18,"","",,"Group 1","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","70024","Solids, large fraction, suspended",0,"","",,"Pollutant Not Used for QNCR","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","70025","Solids, small fraction, suspended",0,"","",,"Pollutant Not Used for QNCR","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","00533","Solids, Total Suspended, Net Value",10,"","",,"Group 1","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","00530","Solids, total suspended",112430,"","",,"Group 1","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","85876","Solids, total suspended, diff. between up/down stream",1,"","1642818",,"Group 1","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","85875","Solids, total suspended, non-algal",2,"","1642818",,"Group 1","","","","Y","","","","","","","","","","",""
"10486","Solids, total suspended","51918","Solids, total suspended [Can Production]",0,"","1642818",,"Group 1","","","","Y","","","","","","","","","","",""
"10487","Organics, total toxic (TTO)","78228","Total toxic organics (TTO) (40 CFR464d)",44,"","",,"Group 2","","","","","","","","","","","","","","",""
"10487","Organics, total toxic (TTO)","78141","Organics, total toxic (TTO)",364,"","",,"Group 2","","","","","","","","","","","","","","",""
"10487","Organics, total toxic (TTO)","78226","Total toxic organics (TTO) (40 CFR464b)",43,"","",,"Group 2","","","","","","","","","","","","","","",""
"10487","Organics, total toxic (TTO)","78225","Total toxic organics (TTO) (40 CFR464a)",45,"","",,"Group 2","","","","","","","","","","","","","","",""
"10487","Organics, total toxic (TTO)","78227","Total toxic organics (TTO) (40 CFR464c)",48,"","",,"Group 2","","","","","","","","","","","","","","",""
"10487","Organics, total toxic (TTO)","78223","Total toxic organics (TTO) (40 CFR413)",41,"","",,"Group 2","","","","","","","","","","","","","","",""
"10487","Organics, total toxic (TTO)","78229","Total toxic organics(TTO) (40 CFR465)",11,"","",,"Group 2","","","","","","","","","","","","","","",""
"10487","Organics, total toxic [TTO]","7824A","Total Toxic Organics",0,"","749648",,"Group 2","","","","","","","","","","","","","","",""
"10487","Organics, total toxic (TTO)","78230","Total toxic organics (TTO) (40 CFR467)",19,"","",,"Group 2","","","","","","","","","","","","","","",""
"10487","Organics, total toxic (TTO)","78224","Total toxic organics (TTO) (40 CFR433)",216,"","",,"Group 2","","","","","","","","","","","","","","",""
"10487","Organics, total toxic (TTO)","78232","Total toxic organics (TTO) (40 CFR469)",22,"","",,"Group 2","","","","","","","","","","","","","","",""
"10487","Organics, total toxic [TTO]","51920","Organics, total toxic [TTO] [Can Production]",0,"","749648",,"Group 2","","","","","","","","","","","","","","",""
"10487","Organics, total toxic (TTO)","78231","Total toxic organics (TTO) (40 CFR468)",10,"","",,"Group 2","","","","","","","","","","","","","","",""
"10489","Trihalomethane, tot.","82080","Trihalomethane, tot.",239,"","",,"Group 2","","","","","","","","","","","","","","",""
"10491","Tungsten","01154","Tungsten, total",2,"7440337","149948",.00525328330206379,"Group 2","","","","","","Y","","","","","","","","",""
"10491","Tungsten","01155","Tungsten, dissolved",0,"7440337","149948",.00525328330206379,"Group 2","","","","","","Y","","","","","","","","",""
"10507","2-Phenylphenol","77586","o-Phenylphenol",0,"90437","13003",,"Group 2","","","","","","","","","Y","","","","","",""
"10508","Benzidine","39120","Benzidine",1387,"92875","14498",2817.59,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10508","Benzidine","39121","Benzidine, dry weight",0,"92875","14498",2817.59,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10510","pH","51793","pH range excursions, greater than 30 minutes",1,"","1644285",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10510","pH","00400","pH",117716,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10511","% MORTALITY STAT 48HR ACU CERIODAPHNIA","TJA6C","% Mortality Static 48Hr Acute Pimephales Promelas",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10511","% MORTALITY STAT 48HR ACU CERIODAPHNIA","TJA3B","% Mortality Static 48Hr Acute Ceriodaphnia",10,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10512","% MORTALITY STAT 48HR ACU MYSID. BAHIA","TJA3E","% Mortality Static 48Hr Acute Mysid. Bahia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10513","% surv statre 48hr acu Pimepha promelas","TRM6C","% Surv Statre 48Hr Acute Pimepha Promelas",7,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10514","% surv statre 96hr acu Atherinops affns","TRN6L","% Surv Statre 96Hr Acute Atherinops Affns",30,"","",,"Group 2","","","","","","","","","","","","","","Y",""
"10515","%EFF 7D CHR STATRE D. AMBIGUA","TCP3X","%Eff 7D Chronic Statre D. Ambigua",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10516","%EFFECT FLTH 48HR ACU LEPOMIS MACROCHI","TCW6E","%Effect Flth 48Hr Acute Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10517","%EFFECT FLTH 4DAY CHR LEPOMIS MACROCHI","TCY6E","%Effect Flth 4Day Chronic Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10518","%EFFECT FLTH 7DAY CHR LEPOMIS MACROCHI","TCZ6E","%Effect Flth 7Day Chronic Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10519","%EFFECT FLTH 96HR ACU LEPOMIS MACROCHI","TCX6E","%Effect Flth 96Hr Acute Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10520","%EFFECT STAT 24HR ACU CERIODAPHNIA","TCE3B","%Effect Static 24Hr Acute Ceriodaphnia",2,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10520","%EFFECT STAT 24HR ACU CERIODAPHNIA","TGE3B","Pass/Fail Static 24Hr Acute Ceriodaphnia Dubia",14,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10521","%EFFECT STAT 24HR ACU LEPOMIS MACROCHI","TCE6E","%Effect Static 24Hr Acute Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10522","%EFFECT STAT 24HR ACU PIMEPHALES","TCE6C","%Effect Static 24Hr Acute Pimephales",9,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10523","%EFFECT STAT 48HR   ACU CERIODAPHNIA","TCA3B","%Effect Static 48Hr Acute Ceriodaphnia",4,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10524","%EFFECT STAT 48HR ACU LEPOMIS MACROCHI","TCA6E","%Effect Static 48Hr Acute Lepomis Macrochirus",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10525","%EFFECT STAT 4DAY CHR LEPOMIS MACROCHI","TCC6E","%Effect Static 4Day Chronic Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10526","%EFFECT STAT 7DAY CHR LEPOMIS MACROCHI","TCD6E","%Effect Static 7Day Chronic Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10527","%EFFECT STAT 96HR ACU LEPOMIS MACROCHI","TCB6E","%Effect Static 96Hr Acute Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10528","%EFFECT STATRE 48HR ACU ARBACIA","TCM3A","%Effect Statre 48Hr Acute Arbacia",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10529","%EFFECT STATRE 48HR ACU CERIODAPHNIA","TCM3B","%Effect Statre 48Hr Acute Ceriodaphnia",309,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10530","%EFFECT STATRE 48HR ACU CYPRINODON","TCM6A","%Effect Statre 48Hr Acute Cyprinodon",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10531","%EFFECT STATRE 48HR ACU D. MAGNA","TCM3C","%Effect Statre 48Hr Acute D. Magna",3,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10532","%EFFECT STATRE 48HR ACU D. PULEX","TCM3D","%Effect Statre 48Hr Acute D. Pulex",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10533","%EFFECT STATRE 48HR ACU L. MINOR","TCM1B","%Effect Statre 48Hr Acute L. Minor",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10534","%EFFECT STATRE 48HR ACU MENIDIA","TCM6B","%Effect Statre 48Hr Acute Menidia",2,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10535","%EFFECT STATRE 48HR ACU MYSID. BAHIA","TCM3E","%Effect Statre 48Hr Acute Mysid. Bahia",2,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10536","%EFFECT STATRE 48HR ACU PIMEPHALES","TCM6C","%Effect Statre 48Hr Acute Pimephales",55,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10537","%EFFECT STATRE 48HR ACU SELEN. CAPR.","TCM1A","%Effect Statre 48Hr Acute Selen. Capr.",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10538","%EFFECT STATRE 48HR ACU. CHAMPIA","TCM1C","%Effect Statre 48Hr Acu. Champia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10539","%EFFECT STATRE 4DAY CHR ARBACIA","TCO3A","%Effect Statre 4Day Chronic Arbacia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10540","%EFFECT STATRE 4DAY CHR CERIODAPHNIA","TCO3B","%Effect Statre 4Day Chronic Ceriodaphnia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10541","%EFFECT STATRE 4DAY CHR CHAMPIA","TCO1C","%Effect Statre 4Day Chronic Champia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10542","%EFFECT STATRE 4DAY CHR CYPRINODON","TCO6A","%Effect Statre 4Day Chronic Cyprinodon",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10543","%EFFECT STATRE 4DAY CHR D. MAGNA","TCO3C","%Effect Statre 4Day Chronic D. Magna",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10544","%EFFECT STATRE 4DAY CHR D. PULEX","TCO3D","%Effect Statre 4Day Chronic D. Pulex",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10545","%EFFECT STATRE 4DAY CHR L. MINOR","TCO1B","%Effect Statre 4Day Chronic L. Minor",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10546","%EFFECT STATRE 4DAY CHR LEPOMIS MACROCHI","TCO6E","%Effect Statre 4Day Chronic Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10547","%EFFECT STATRE 4DAY CHR MENIDIA","TCO6B","%Effect Statre 4Day Chronic Menidia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10548","%EFFECT STATRE 4DAY CHR MYSID. BAHIA","TCO3E","%Effect Statre 4Day Chronic Mysid. Bahia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10549","%EFFECT STATRE 4DAY CHR PIMEPHALES","TCO6C","%Effect Statre 4Day Chronic Pimephales",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"1055","Chrysene","34320","Chrysene",3278,"218019","40733",31.01,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10550","%EFFECT STATRE 4DAY CHR SELEN. CAPR.","TCO1A","%Effect Statre 4Day Chronic Selen. Capr.",8,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10551","%EFFECT STATRE 7DAY CHR ARBACIA","TCP3A","%Effect Statre 7Day Chronic Arbacia",10,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10552","%EFFECT STATRE 7DAY CHR CERIODAPHNIA","TCP3B","%Effect Statre 7Day Chronic Ceriodaphnia",811,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10553","%EFFECT STATRE 7DAY CHR CHAMPIA","TCP1C","%Effect Statre 7Day Chronic Champia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10554","%EFFECT STATRE 7DAY CHR CYPRINODON","TCP6A","%Effect Statre 7Day Chronic Cyprinodon",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10555","%EFFECT STATRE 7DAY CHR D. MAGNA","TCP3C","%Effect Statre 7Day Chronic D. Magna",2,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10556","%EFFECT STATRE 7DAY CHR D. PULEX","TCP3D","%Effect Statre 7Day Chronic D. Pulex",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10557","%EFFECT STATRE 7DAY CHR L. MINOR","TCP1B","%Effect Statre 7Day Chronic L. Minor",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10558","%EFFECT STATRE 7DAY CHR LEPOMIS MACROCHI","TCP6E","%Effect Statre 7Day Chronic Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10559","%EFFECT STATRE 7DAY CHR MENIDIA","TCP6B","%Effect Statre 7Day Chronic Menidia",4,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10560","%EFFECT STATRE 7DAY CHR MYSID. BAHIA","TCP3E","%Effect Statre 7Day Chronic Mysid. Bahia",28,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10561","%EFFECT STATRE 7DAY CHR PIMEPHALES","TCP6C","%Effect Statre 7Day Chronic Pimephales",466,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10562","%EFFECT STATRE 7DAY CHR SELEN. CAPR.","TCP1A","%Effect Statre 7Day Chronic Selen. Capr.",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10563","%EFFECT STATRE 96HR ACU ARBACIA","TCN3A","%Effect Statre 96Hr Acute Arbacia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10564","%EFFECT STATRE 96HR ACU CERIODAPHNIA","TCN3B","%Effect Statre 96Hr Acute Ceriodaphnia",14,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10565","%EFFECT STATRE 96HR ACU CYPRINODON","TCN6A","%Effect Statre 96Hr Acute Cyprinodon",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10566","%EFFECT STATRE 96HR ACU D. MAGNA","TCN3C","%Effect Statre 96Hr Acute D. Magna",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10567","%EFFECT STATRE 96HR ACU D. PULEX","TCN3D","%Effect Statre 96Hr Acute D. Pulex",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10568","%EFFECT STATRE 96HR ACU L. MINOR","TCN1B","%Effect Statre 96Hr Acute L. Minor",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10569","%EFFECT STATRE 96HR ACU LEPOMIS MACROCHI","TCN6E","%Effect Statre 96Hr Acute Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10570","%EFFECT STATRE 96HR ACU MENIDIA","TCN6B","%Effect Statre 96Hr Acute Menidia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
